,campaign_id,segments_date,metrics_clicks,metrics_conversions,metrics_cost_micros,metrics_impressions,metrics_video_views,metrics_conversions_value,campaign_advertising_channel_type,campaign_budget_amount,campaign_name
52,9988712287,2024-02-21,341,7.003831,116420000,1040,0,685.7353141899999,SEARCH,90.0,Search_TM_Campaign_01
53,9988712287,2024-02-22,349,7.076537,116120000,1144,0,364.657514,SEARCH,90.0,Search_TM_Campaign_01
54,9988712287,2024-02-23,353,7.078075,74210000,1256,0,442.06628175000003,SEARCH,90.0,Search_TM_Campaign_01
55,9988712287,2024-02-24,415,11.001351,109490000,1392,0,533.21687761,SEARCH,90.0,Search_TM_Campaign_01
56,9988712287,2024-02-25,384,7.0,99560000,1296,0,761.6899999999999,SEARCH,90.0,Search_TM_Campaign_01
57,9988712287,2024-02-26,319,15.631822,78450000,989,0,1676.81321198,SEARCH,90.0,Search_TM_Campaign_01
58,9988712287,2024-02-27,366,23.661777999999998,101560000,1153,0,2969.42532382,SEARCH,90.0,Search_TM_Campaign_01
59,9988712287,2024-02-28,348,9.431412,122380000,1197,0,683.79919688,SEARCH,90.0,Search_TM_Campaign_01
60,9988712287,2024-02-29,351,11.25,106570000,1281,0,1214.6075,SEARCH,90.0,Search_TM_Campaign_01
61,9988712287,2024-03-01,449,10.017446,147150000,1587,0,623.30734338,SEARCH,90.0,Search_TM_Campaign_01
62,9988712287,2024-03-02,496,19.228881,141280000,1767,0,1691.7438179899998,SEARCH,90.0,Search_TM_Campaign_01
63,9988712287,2024-03-03,460,8.0,130050000,1733,0,613.64,SEARCH,90.0,Search_TM_Campaign_01
64,9988712287,2024-03-04,387,13.168468,151970000,1346,0,1253.87615028,SEARCH,90.0,Search_TM_Campaign_01
65,9988712287,2024-03-05,418,15.0,146780000,1349,0,1202.1399999999999,SEARCH,90.0,Search_TM_Campaign_01
66,9988712287,2024-03-06,402,18.0,166720000,1536,0,2112.62,SEARCH,90.0,Search_TM_Campaign_01
67,9988712287,2024-03-07,403,9.0,123010000,1434,0,561.05,SEARCH,90.0,Search_TM_Campaign_01
68,9988712287,2024-03-08,468,19.033108,139940000,1666,0,2177.6657747199997,SEARCH,90.0,Search_TM_Campaign_01
69,9988712287,2024-03-09,523,13.93795,176330000,1746,0,1779.580332,SEARCH,90.0,Search_TM_Campaign_01
70,9988712287,2024-03-10,450,7.0,179990000,1594,0,466.51,SEARCH,90.0,Search_TM_Campaign_01
71,9988712287,2024-03-11,407,10.922801,152190000,1362,0,668.05652837,SEARCH,90.0,Search_TM_Campaign_01
72,9988712287,2024-03-12,397,5.0,161430000,1426,0,415.52,SEARCH,90.0,Search_TM_Campaign_01
73,9988712287,2024-03-13,407,5.000141,143980000,1391,0,486.22086122999997,SEARCH,90.0,Search_TM_Campaign_01
74,9988712287,2024-03-14,386,13.882847,154640000,1410,0,967.2095732,SEARCH,90.0,Search_TM_Campaign_01
75,9988712287,2024-03-15,400,15.015646,142160000,1363,0,1145.7890018,SEARCH,90.0,Search_TM_Campaign_01
76,9988712287,2024-03-16,415,9.841865,125310000,1604,0,1077.22695157,SEARCH,90.0,Search_TM_Campaign_01
77,9988712287,2024-03-17,434,3.202175,139830000,1499,0,227.34489788000002,SEARCH,90.0,Search_TM_Campaign_01
78,9988712287,2024-03-18,360,4.94679,152720000,1283,0,305.9660244,SEARCH,90.0,Search_TM_Campaign_01
79,9988712287,2024-03-19,376,11.073357,154550000,1423,0,1115.33935155,SEARCH,90.0,Search_TM_Campaign_01
80,9988712287,2024-03-20,362,6.002751,114670000,1257,0,811.13471693,SEARCH,90.0,Search_TM_Campaign_01
81,9988712287,2024-03-21,719,22.39834,211850000,1809,0,2731.3645166,SEARCH,90.0,Search_TM_Campaign_01
82,9988712287,2024-03-22,431,16.184414,175260000,1501,0,2434.32097897,SEARCH,90.0,Search_TM_Campaign_01
83,9988712287,2024-03-23,528,14.769123,153410000,1867,0,1018.0096455300001,SEARCH,90.0,Search_TM_Campaign_01
84,9988712287,2024-03-24,532,19.165191999999998,170100000,1790,0,2442.5920388799996,SEARCH,90.0,Search_TM_Campaign_01
85,9988712287,2024-03-25,445,7.0,139920000,1586,0,674.49,SEARCH,90.0,Search_TM_Campaign_01
86,9988712287,2024-03-26,407,18.405991999999998,133340000,1432,0,1144.7057449200001,SEARCH,90.0,Search_TM_Campaign_01
87,9988712287,2024-03-27,453,18.90723,125584841,1563,0,1475.6195834,SEARCH,90.0,Search_TM_Campaign_01
88,9988712287,2024-03-28,398,6.501805,146050000,1490,0,413.57696781000004,SEARCH,90.0,Search_TM_Campaign_01
89,9988712287,2024-03-29,380,17.005173,160370000,1485,0,1668.8612222499999,SEARCH,90.0,Search_TM_Campaign_01
90,9988712287,2024-03-30,387,5.0,133985973,1434,0,397.57,SEARCH,90.0,Search_TM_Campaign_01
91,9988712287,2024-03-31,472,4.841986,123348148,1626,0,341.83539519,SEARCH,90.0,Search_TM_Campaign_01
92,9988712287,2024-04-01,350,11.333482,130994909,1273,0,844.0353371799999,SEARCH,90.0,Search_TM_Campaign_01
93,9988712287,2024-04-02,341,4.311073,120503483,1343,0,316.90204065,SEARCH,90.0,Search_TM_Campaign_01
94,9988712287,2024-04-03,328,9.890348,103218211,1187,0,703.45127525,SEARCH,90.0,Search_TM_Campaign_01
95,9988712287,2024-04-04,364,5.370674,107665333,1196,0,593.1771113,SEARCH,90.0,Search_TM_Campaign_01
96,9988712287,2024-04-05,358,9.0,106840000,1191,0,746.95,SEARCH,90.0,Search_TM_Campaign_01
97,9988712287,2024-04-06,421,11.001888000000001,119990000,1385,0,1101.04331232,SEARCH,90.0,Search_TM_Campaign_01
98,9988712287,2024-04-07,354,7.972809,114777142,1276,0,2132.63791291,SEARCH,90.0,Search_TM_Campaign_01
99,9988712287,2024-04-08,284,6.003752,102679636,959,0,816.883752,SEARCH,90.0,Search_TM_Campaign_01
100,9988712287,2024-04-09,253,6.618918,75620000,997,0,259.27662132,SEARCH,90.0,Search_TM_Campaign_01
101,9988712287,2024-04-10,313,9.972809,78890150,1081,0,782.05582582,SEARCH,90.0,Search_TM_Campaign_01
102,9988712287,2024-04-11,368,14.581011,124995847,1275,0,1535.75694215,SEARCH,90.0,Search_TM_Campaign_01
103,9988712287,2024-04-12,323,8.501292,116032058,1094,0,653.0463103,SEARCH,90.0,Search_TM_Campaign_01
104,9988712287,2024-04-13,373,6.011212,101122016,1377,0,436.71759712,SEARCH,90.0,Search_TM_Campaign_01
105,9988712287,2024-04-14,374,7.967299,121432388,1230,0,591.73896397,SEARCH,90.0,Search_TM_Campaign_01
106,9988712287,2024-04-15,279,7.673433,102460000,1007,0,695.9187903100001,SEARCH,90.0,Search_TM_Campaign_01
107,9988712287,2024-04-16,296,6.0,111660000,973,0,378.40000000000003,SEARCH,90.0,Search_TM_Campaign_01
108,9988712287,2024-04-17,305,1.0,122937856,1082,0,116.25,SEARCH,90.0,Search_TM_Campaign_01
109,9988712287,2024-04-18,347,9.0,115223237,1204,0,2498.85,SEARCH,90.0,Search_TM_Campaign_01
110,9988712287,2024-04-19,349,6.0,119955000,1241,0,320.62,SEARCH,90.0,Search_TM_Campaign_01
111,9988712287,2024-04-20,346,3.0,97517375,1315,0,258.43,SEARCH,90.0,Search_TM_Campaign_01
112,9988712287,2024-04-21,383,5.0,130210000,1341,0,505.34,SEARCH,90.0,Search_TM_Campaign_01
113,9988712287,2024-04-22,307,8.134655,120814390,1058,0,1565.7712421,SEARCH,90.0,Search_TM_Campaign_01
114,9988712287,2024-04-23,357,9.002948,176191043,1197,0,532.93383152,SEARCH,90.0,Search_TM_Campaign_01
115,9988712287,2024-04-24,372,14.250795,169840000,1436,0,2155.78703843,SEARCH,90.0,Search_TM_Campaign_01
116,9988712287,2024-04-25,374,11.0,204090000,1810,0,783.04,SEARCH,90.0,Search_TM_Campaign_01
117,9988712287,2024-04-26,390,5.0,176810000,2334,0,367.37,SEARCH,90.0,Search_TM_Campaign_01
118,9988712287,2024-04-27,372,4.0,147060000,2615,0,298.54,SEARCH,90.0,Search_TM_Campaign_01
119,9988712287,2024-04-28,406,10.134646,148925712,2655,0,1065.93908738,SEARCH,90.0,Search_TM_Campaign_01
120,9988712287,2024-04-29,335,2.002018,168670000,2422,0,358.2579057,SEARCH,90.0,Search_TM_Campaign_01
121,9988712287,2024-04-30,326,7.160746,196676275,2184,0,658.8803906,SEARCH,90.0,Search_TM_Campaign_01
122,9988712287,2024-05-01,318,2.0,139932911,2148,0,210.24,SEARCH,90.0,Search_TM_Campaign_01
123,9988712287,2024-05-02,317,14.025106,181420000,2273,0,1387.00145134,SEARCH,90.0,Search_TM_Campaign_01
124,9988712287,2024-05-03,366,7.5,251930000,2666,0,1136.4850000000001,SEARCH,90.0,Search_TM_Campaign_01
125,9988712287,2024-05-04,448,7.0,238557830,3191,0,721.88,SEARCH,90.0,Search_TM_Campaign_01
126,9988712287,2024-05-05,423,9.375005,210840000,3256,0,2006.8999101499999,SEARCH,90.0,Search_TM_Campaign_01
127,9988712287,2024-05-06,383,9.908874,258711333,2817,0,663.8199778400001,SEARCH,90.0,Search_TM_Campaign_01
128,9988712287,2024-05-07,360,10.001523,259111153,2835,0,854.82791075,SEARCH,90.0,Search_TM_Campaign_01
129,9988712287,2024-05-08,317,9.5,177980000,3171,0,790.965,SEARCH,90.0,Search_TM_Campaign_01
130,9988712287,2024-05-09,381,9.338528,260052318,4046,0,633.16823904,SEARCH,90.0,Search_TM_Campaign_01
131,9988712287,2024-05-10,382,6.001523000000001,229343783,4209,0,351.51791075,SEARCH,90.0,Search_TM_Campaign_01
132,9988712287,2024-05-11,457,6.025107,255787142,4974,0,760.9815617300001,SEARCH,90.0,Search_TM_Campaign_01
133,9988712287,2024-05-12,379,9.0,205344241,4600,0,579.91,SEARCH,90.0,Search_TM_Campaign_01
134,9988712287,2024-05-13,370,9.75,218480000,4537,0,622.025,SEARCH,90.0,Search_TM_Campaign_01
135,9988712287,2024-05-14,314,10.265561,237557000,4412,0,839.77097177,SEARCH,90.0,Search_TM_Campaign_01
136,9988712287,2024-05-15,336,8.0,217155000,3795,0,1057.3600000000001,SEARCH,90.0,Search_TM_Campaign_01
137,9988712287,2024-05-16,325,7.0,163672436,3131,0,466.15999999999997,SEARCH,90.0,Search_TM_Campaign_01
138,9988712287,2024-05-17,379,13.0,210990560,3056,0,865.6,SEARCH,90.0,Search_TM_Campaign_01
139,9988712287,2024-05-18,401,9.0,194874237,3675,0,599.94,SEARCH,90.0,Search_TM_Campaign_01
140,9988712287,2024-05-19,375,2.90199,229644456,3447,0,207.6197609,SEARCH,90.0,Search_TM_Campaign_01
141,9988712287,2024-05-20,362,13.935095,217674040,2850,0,1305.392468,SEARCH,90.0,Search_TM_Campaign_01
142,9988712287,2024-05-21,307,6.1026869999999995,218730000,2868,0,392.25937252999995,SEARCH,90.0,Search_TM_Campaign_01
143,9988712287,2024-05-22,294,1.0,173157172,2775,0,267.5,SEARCH,90.0,Search_TM_Campaign_01
144,9988712287,2024-05-23,328,2.0,204250000,3225,0,311.21,SEARCH,90.0,Search_TM_Campaign_01
145,9988712287,2024-05-24,356,4.0,174899430,3614,0,636.0,SEARCH,90.0,Search_TM_Campaign_01
146,9988712287,2024-05-25,398,0.0,187319467,3317,0,0.0,SEARCH,90.0,Search_TM_Campaign_01
147,9988712287,2024-05-26,550,1.106659,234283957,3593,0,89.85032232,SEARCH,90.0,Search_TM_Campaign_01
148,9988712287,2024-05-27,469,0.157704,213926316,3839,0,5.16226484,SEARCH,90.0,Search_TM_Campaign_01
149,9988712287,2024-05-28,396,2.0,217538920,3337,0,71.37,SEARCH,90.0,Search_TM_Campaign_01
150,9988712287,2024-05-29,349,2.0,177400000,3127,0,294.32,SEARCH,90.0,Search_TM_Campaign_01
151,9988712287,2024-05-30,334,3.0,163706000,2749,0,281.08,SEARCH,90.0,Search_TM_Campaign_01
152,9988712287,2024-05-31,342,3.184344,149990000,2745,0,297.98469112,SEARCH,90.0,Search_TM_Campaign_01
153,9988712287,2024-06-01,321,6.0,111680000,2634,0,382.1,SEARCH,90.0,Search_TM_Campaign_01
154,9988712287,2024-06-02,379,9.0,142100000,2384,0,1481.71,SEARCH,90.0,Search_TM_Campaign_01
155,9988712287,2024-06-03,325,10.0,109330000,2337,0,543.1700000000001,SEARCH,90.0,Search_TM_Campaign_01
156,9988712287,2024-06-04,340,15.0,105850000,2098,0,2118.61,SEARCH,90.0,Search_TM_Campaign_01
157,9988712287,2024-06-05,381,7.66532,99800000,2233,0,713.755128,SEARCH,90.0,Search_TM_Campaign_01
158,9988712287,2024-06-06,324,7.0,107010000,2080,0,899.94,SEARCH,90.0,Search_TM_Campaign_01
159,9988712287,2024-06-07,382,13.0,140624062,2645,0,1544.82,SEARCH,90.0,Search_TM_Campaign_01
160,9988712287,2024-06-08,367,8.0,102665641,3306,0,740.62,SEARCH,90.0,Search_TM_Campaign_01
161,9988712287,2024-06-09,439,10.667551,129696242,3498,0,1297.24204818,SEARCH,90.0,Search_TM_Campaign_01
162,9988712287,2024-06-10,423,7.001616,162906012,3313,0,531.78148576,SEARCH,90.0,Search_TM_Campaign_01
163,9988712287,2024-06-11,345,4.0,145403407,1767,0,399.65175,SEARCH,90.0,Search_TM_Campaign_01
164,9988712287,2024-06-12,353,6.913882,124330000,1405,0,225.908887,SEARCH,90.0,Search_TM_Campaign_01
165,9988712287,2024-06-13,358,6.0,110966079,1452,0,510.37,SEARCH,90.0,Search_TM_Campaign_01
166,9988712287,2024-06-14,382,11.0,119141654,1634,0,1577.98,SEARCH,90.0,Search_TM_Campaign_01
167,9988712287,2024-06-15,392,8.0,135230000,1581,0,1021.13,SEARCH,90.0,Search_TM_Campaign_01
168,9988712287,2024-06-16,337,10.034987000000001,101880800,1412,0,909.74844,SEARCH,90.0,Search_TM_Campaign_01
169,9988712287,2024-06-17,379,7.0,165142856,1506,0,260.76,SEARCH,90.0,Search_TM_Campaign_01
170,9988712287,2024-06-18,383,3.0,163355215,1567,0,274.13,SEARCH,90.0,Search_TM_Campaign_01
171,9988712287,2024-06-19,409,8.049091,157044945,1702,0,533.2170604400001,SEARCH,90.0,Search_TM_Campaign_01
172,9988712287,2024-06-20,393,9.0,181406517,1608,0,2739.91,SEARCH,90.0,Search_TM_Campaign_01
173,9988712287,2024-06-21,409,13.0,172732454,1717,0,714.8399999999999,SEARCH,90.0,Search_TM_Campaign_01
174,9988712287,2024-06-22,452,6.8933409999999995,148256132,1957,0,768.28967768,SEARCH,90.0,Search_TM_Campaign_01
175,9988712287,2024-06-23,438,5.034988,174761567,1921,0,348.76856,SEARCH,90.0,Search_TM_Campaign_01
176,9988712287,2024-06-24,424,1.5,202995562,1598,0,91.8,SEARCH,90.0,Search_TM_Campaign_01
177,9988712287,2024-06-25,444,8.395038,200848320,1702,0,788.40456,SEARCH,90.0,Search_TM_Campaign_01
178,9988712287,2024-06-26,421,5.691066,154803422,1700,0,353.1911075,SEARCH,90.0,Search_TM_Campaign_01
179,9988712287,2024-06-27,441,10.892698,204800000,1751,0,729.139938,SEARCH,90.0,Search_TM_Campaign_01
180,9988712287,2024-06-28,437,7.670339,145749386,1685,0,502.28621799999996,SEARCH,90.0,Search_TM_Campaign_01
181,9988712287,2024-06-29,466,12.943116999999999,146037750,2029,0,1534.9620759999998,SEARCH,90.0,Search_TM_Campaign_01
182,9988712287,2024-06-30,503,7.968248000000001,197115510,2174,0,1012.6688538000001,SEARCH,90.0,Search_TM_Campaign_01
183,9988712287,2024-07-01,436,3.0,215542822,1821,0,457.5,SEARCH,90.0,Search_TM_Campaign_01
184,9988712287,2024-07-02,449,9.0,210670436,1815,0,587.5,SEARCH,90.0,Search_TM_Campaign_01
185,9988712287,2024-07-03,419,6.845797,172382814,1784,0,595.6930112,SEARCH,90.0,Search_TM_Campaign_01
186,9988712287,2024-07-04,411,5.0,156344799,1730,0,151.55,SEARCH,90.0,Search_TM_Campaign_01
187,9988712287,2024-07-05,495,11.0,221540000,2047,0,1279.85,SEARCH,90.0,Search_TM_Campaign_01
188,9988712287,2024-07-06,474,5.0115110000000005,213436708,2076,0,493.258442,SEARCH,90.0,Search_TM_Campaign_01
189,9988712287,2024-07-07,535,8.589631,221613807,2181,0,445.000784,SEARCH,90.0,Search_TM_Campaign_01
190,9988712287,2024-07-08,682,38.950052,318518298,2198,0,2953.150052,SEARCH,90.0,Search_TM_Campaign_01
191,9988712287,2024-07-09,536,6.040228,225696897,2005,0,188.165472,SEARCH,90.0,Search_TM_Campaign_01
192,9988712287,2024-07-10,529,13.237201,266300782,2025,0,919.2366678999999,SEARCH,90.0,Search_TM_Campaign_01
193,9988712287,2024-07-11,495,12.459772,253112920,2078,0,708.034528,SEARCH,90.0,Search_TM_Campaign_01
194,9988712287,2024-07-12,507,9.0,272579989,2034,0,353.7,SEARCH,90.0,Search_TM_Campaign_01
195,9988712287,2024-07-13,491,3.0379430000000003,217351016,2091,0,145.16987899999998,SEARCH,90.0,Search_TM_Campaign_01
196,9988712287,2024-07-14,474,7.214334,255507599,1982,0,1108.2728723999999,SEARCH,90.0,Search_TM_Campaign_01
197,9988712287,2024-07-15,462,10.263681,224294516,1975,0,560.139265,SEARCH,90.0,Search_TM_Campaign_01
198,9988712287,2024-07-16,427,11.110531,234090000,1874,0,797.599435,SEARCH,90.0,Search_TM_Campaign_01
199,9988712287,2024-07-17,447,15.0,258360000,1917,0,1242.1,SEARCH,90.0,Search_TM_Campaign_01
200,9988712287,2024-07-18,426,11.622571,222660000,1676,0,653.58728,SEARCH,90.0,Search_TM_Campaign_01
201,9988712287,2024-07-19,377,7.691734,167370000,1501,0,497.2254892,SEARCH,90.0,Search_TM_Campaign_01
202,9988712287,2024-07-20,420,7.0,141910000,1797,0,532.2,SEARCH,90.0,Search_TM_Campaign_01
203,9988712287,2024-07-21,375,5.028636,152060000,1571,0,334.063812,SEARCH,90.0,Search_TM_Campaign_01
204,9988712287,2024-07-22,295,7.5,121810000,1151,0,1108.0,SEARCH,90.0,Search_TM_Campaign_01
205,9988712287,2024-07-23,330,6.0,129280000,1136,0,543.1,SEARCH,90.0,Search_TM_Campaign_01
206,9988712287,2024-07-24,372,10.02245,150130000,1411,0,947.7593,SEARCH,90.0,Search_TM_Campaign_01
207,9988712287,2024-07-25,329,5.009058,120270000,1460,0,145.13661,SEARCH,90.0,Search_TM_Campaign_01
208,9988712287,2024-07-26,353,5.013116,139950000,1451,0,430.07999,SEARCH,90.0,Search_TM_Campaign_01
209,9988712287,2024-07-27,327,3.001081,103630000,1432,0,227.7567,SEARCH,90.0,Search_TM_Campaign_01
210,9988712287,2024-07-28,372,3.00291,104590000,1486,0,88.08121,SEARCH,90.0,Search_TM_Campaign_01
211,9988712287,2024-07-29,332,7.5,130300000,1299,0,402.5,SEARCH,90.0,Search_TM_Campaign_01
212,9988712287,2024-07-30,368,5.509976,112760000,1442,0,598.8904,SEARCH,90.0,Search_TM_Campaign_01
213,9988712287,2024-07-31,343,13.019621,105020000,1317,0,1226.1602304399999,SEARCH,90.0,Search_TM_Campaign_01
214,9988712287,2024-08-01,300,4.552693,107470000,1359,0,462.80757,SEARCH,90.0,Search_TM_Campaign_01
215,9988712287,2024-08-02,344,3.607371,138132668,1471,0,650.832667,SEARCH,90.0,Search_TM_Campaign_01
216,9988712287,2024-08-03,356,3.9570629999999998,129432796,1432,0,445.43747,SEARCH,90.0,Search_TM_Campaign_01
217,9988712287,2024-08-04,346,5.008209,125820475,1808,0,498.599257,SEARCH,90.0,Search_TM_Campaign_01
218,9988712287,2024-08-05,349,7.620259,145148695,2464,0,1154.867252,SEARCH,90.0,Search_TM_Campaign_01
219,9988712287,2024-08-06,298,5.46405,132050000,1419,0,201.22470900000002,SEARCH,90.0,Search_TM_Campaign_01
220,9988712287,2024-08-07,310,2.454953,116632923,1142,0,232.260159,SEARCH,90.0,Search_TM_Campaign_01
221,9988712287,2024-08-08,330,6.000681,138309986,1061,0,284.67025,SEARCH,90.0,Search_TM_Campaign_01
222,9988712287,2024-08-09,341,16.0,125706474,1184,0,1226.0,SEARCH,90.0,Search_TM_Campaign_01
223,9988712287,2024-08-10,276,6.0362409999999995,117999579,1104,0,445.2762942,SEARCH,90.0,Search_TM_Campaign_01
224,9988712287,2024-08-11,280,7.00568,109752293,993,0,2442.342,SEARCH,90.0,Search_TM_Campaign_01
225,9988712287,2024-08-12,194,4.0,61242118,483,0,270.0,SEARCH,90.0,Search_TM_Campaign_01
226,9988712287,2024-08-13,126,4.0,38754054,299,0,189.7,SEARCH,90.0,Search_TM_Campaign_01
227,9988712287,2024-08-14,162,7.0,53630135,396,0,1166.5,SEARCH,90.0,Search_TM_Campaign_01
228,9988712287,2024-08-15,171,2.0,64962003,422,0,425.0,SEARCH,90.0,Search_TM_Campaign_01
229,9988712287,2024-08-16,185,1.0,60212362,519,0,43.2,SEARCH,90.0,Search_TM_Campaign_01
230,9988712287,2024-08-17,251,4.0,77558801,588,0,272.6,SEARCH,90.0,Search_TM_Campaign_01
231,9988712287,2024-08-18,258,5.0,77298681,636,0,180.0,SEARCH,90.0,Search_TM_Campaign_01
232,9988712287,2024-08-19,234,3.0,80415851,603,0,251.5,SEARCH,90.0,Search_TM_Campaign_01
233,9988712287,2024-08-20,193,3.0,57103774,559,0,503.2,SEARCH,90.0,Search_TM_Campaign_01
